comment_id;comment
961;Идея отличная, но подтверждение на мелких суммах лишнее. Из-за этого впечатление смешанное.
962;Постоянно просит лишнее подтверждение. Иногда после этого вообще отменяю платёж.
963;Алгоритм подтверждения выглядит странно. Такой сценарий только раздражает.
964;Заблокировали покупку в интернет-магазине хотя раньше всё проходило.
965;пользуюсь без восторга, но и без проблем, пока претензий нет.
966;пользуюсь без восторга, но и без проблем
967;Проверка срабатывает там, где это не нужно. Хотелось бы меньше лишних шагов.
968;Уведомления приходят даже когда не нужно. Иногда кажется, что их больше, чем пользы.
969;Очень понравилось, пользоваться комфортно.
970;Пользоваться в целом удобно, но бывают странные остановки операций. Если это поправить, будет отлично...
971;Устал от ваших сообщений. Часть из них для меня бесполезна.
972;Код приходит с задержкой. Иногда после этого вообще отменяю платёж.
973;Поддержка нормальная, но алгоритм проверки хотелось бы понятнее. Остальное меня устраивает.
974;отлично
975;Заблокировали операцию оплаты когда спешил.
976;пока без особых эмоций, если ничего не менять.
977;Все хорошо работает, поддержка отвечает быстро.
978;Сообщения приходят слишком часто. Часть из них для меня бесполезна.
979;Сообщения приходят слишком часто. Особенно вечером это утомляет...
980;Сработало быстрее, чем обычно Операция завершилась с первого раза.
981;Алгоритм подтверждения выглядит странно. Приходится ждать и повторять попытку...
982;кошмар
983;Сообщения приходят слишком часто. Часть из них для меня бесполезна.
984;Нравится, что безопасность не мешает пользоваться сервисом. Так и должно работать.
985;Идея отличная, но иногда блокировки вообще нелогичные. Из-за этого впечатление смешанное.
986;Хорошая программа, поддержка отвечает быстро.
987;Проверка срабатывает там, где это не нужно. Из-за этого теряется время.
988;Работает стабильно, интерфейс удобный.
989;Процесс понятный, операции проходят без задержек.
990;Процесс подтверждения всегда своевременный и прозрачный. Никакого дискомфорта не вызывает.
991;После обращения проблему закрыли в тот же день. Вопрос решили без лишних переводов.
992;Все хорошо работает, всё быстро и понятно...
993;Слишком много уведомлений. Часть из них для меня бесполезна.
994;Заблокировали перевод в другой банк в конце рабочего дня.
995;Заблокировали перевод в другой банк в конце рабочего дня.
996;Заблокировали перевод по номеру телефона когда спешил.
997;Заблокировали оплату Мегафон по лицевому счету и никто не пояснил почему.
998;Сработало быстрее, чем обычно Операция завершилась с первого раза.
999;Заблокировали снятие наличных когда спешил.
1000;Слишком много уведомлений. Особенно вечером это утомляет.
